ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE
92592T77HH,26,F,274637,469,1
92593R52AA,38,F,468421,292,0
92596B78XN,34,M,187066,459,1
92599A07OL,33,M,189007,810,1
92601G72NM,56,F,464723,329,1
92601P15AR,37,F,741251,204,1
92605J67YY,31,F,367817,360,1
92606Q56LP,53,F,205200,423,1
92607Z13RI,44,M,169378,278,1
92610W12VR,50,M,494344,324,1
92616U65TU,48,M,261474,403,1
92618W12BN,47,M,224713,375,1
92619M53SL,55,M,385662,134,1
92621W68GL,56,M,507574,695,1
92625T47UX,46,F,735723,238,1
92627B98FJ,62,M,337376,207,0
92637Q35VZ,65,F,449144,143,1
92640X28RT,59,F,187365,831,1
92644B82MF,33,M,232095,324,0
92644H88XT,30,M,103615,689,1
92650H38TP,29,M,216785,235,0
92659P43DC,25,M,120383,278,0
92665O92YK,35,M,187463,478,0
92669Q08MC,50,M,364796,214,1
92670O25OM,65,M,354182,625,1
92671J68IH,58,M,341396,105,1
92672B66VI,35,M,208110,547,1
92673K33XN,31,F,348872,235,1
92674S14KO,46,M,227975,285,1
92679O27SH,57,M,241664,480,1
92689D46IF,34,F,165003,258,0
92689Q91YQ,41,M,144399,450,0
92691C73JE,47,M,479620,435,1
92691W43IC,41,M,263123,437,1
92696N92OQ,56,M,217732,417,1
92697B50VJ,36,M,181075,258,1
92697C78TM,32,F,149499,500,1
92697M81CF,46,M,376369,468,1
92698J19RW,48,M,433685,379,1
92700K63BY,58,F,527216,490,1
92707S20PI,64,M,575930,107,0
92708B86KI,48,F,372200,808,0
92708R86LQ,52,M,768846,67,0
92709E97TT,61,M,539110,349,0
92709M15NA,35,F,482075,392,1
92712L64OX,47,M,340163,479,1
92712Z66OD,56,F,335931,355,0
92713M36LP,61,M,177499,370,1
92714H76XW,55,M,580498,327,1
92722N41FU,49,M,320217,209,1
92722S41FN,30,F,193491,496,1
92722Y36FY,28,F,455456,437,1
92723T32GM,39,M,155500,217,1
92724J93UZ,48,M,694069,885,1
92724Z00PX,41,M,486525,380,1
92725Z87BK,57,F,351205,171,0
92726Q56CF,35,M,102485,228,1
92727E50WW,28,M,299598,436,0
92727U40IC,49,M,469130,472,1
92727Y54ZL,36,M,472184,229,0
92728O49PS,59,F,426499,380,1
92729U28ZA,65,M,507692,102,0
92732H13SC,65,M,532920,896,1
92732L63ZQ,38,M,647869,389,1
92739H67IG,32,M,277814,202,1
92739R99HW,39,M,251585,277,1
92740F95TU,27,M,129846,474,1
92741K33ZK,36,F,578952,449,1
92743Q56CK,56,F,502525,340,1
92743R27SS,27,F,497979,208,1
92744O15WO,31,F,162984,77,1
92745H13AY,34,M,122533,756,0
92749U67NA,54,M,449170,220,1
92755O74GS,61,F,259845,271,0
92758Y51XN,59,F,495461,284,0
92760B57RF,45,M,750237,38,0
92774A75ON,50,M,498255,436,1
92776B61UB,46,F,387515,811,1
92779D65PH,59,F,379728,290,1
92779Q52BC,43,F,345277,474,1
92781F10QM,25,M,139008,157,0
92783D12MY,40,F,317645,234,1
92787Z67TD,37,F,377936,364,1
92789F62AP,64,F,160477,251,0
92790F39NQ,26,M,285489,322,0
92790G10JD,53,M,655783,8,1
92792K60FK,28,F,382427,282,0
92793U12ER,65,F,510123,207,0
92797M16GB,54,F,365549,164,0
92797U69IG,48,M,462967,105,0
92797Y00GP,29,F,402435,377,1
92801O13TX,57,F,297059,202,1
92802L61YG,42,M,779141,330,1
92805U51OE,37,M,367228,478,0
92805W63OT,65,M,362902,506,1
92808R94RS,26,M,183887,195,0
92815Q14PL,38,M,180428,40,0
92816T92LC,57,F,407309,235,0
92817Z71XC,49,M,212932,466,1
92820A10ZH,45,F,283107,347,0
92822L79SC,60,M,214576,203,0
92824W21GB,56,M,709834,956,1
92831L29JP,60,M,263585,874,1
92833R21GI,54,F,282619,459,1
92836L45KB,47,M,256619,370,1
92836Q26OT,32,F,309892,255,1
92842K48BD,62,M,212989,764,1
92844O16EB,59,F,231656,702,1
92845C68JA,55,M,266882,416,1
92846Q02AA,34,M,299802,761,1
92848M85NP,39,M,434672,283,1
92851M36BL,60,M,776702,400,1
92851S59VS,51,F,234325,868,1
92861A19UY,32,F,275384,424,1
92862B42ZI,57,F,89304,468,0
92867R73KO,55,F,330109,463,1
92870I48XX,48,M,410716,431,0
92871Z38NU,44,M,476511,358,0
92872R41TJ,51,F,522923,289,1
92873J63GO,46,F,729168,302,1
92873M37QZ,47,F,429363,292,0
92876P93RK,40,M,183771,450,1
92878U16KW,43,F,278565,743,1
92879X13MO,50,F,662608,302,1
92880K26RU,43,F,760224,287,1
92888G42PB,45,M,647493,735,1
92888I26WK,52,M,385521,393,1
92889L04WC,65,F,202888,286,0
92892U14YF,64,F,416243,572,1
92893V72FI,37,M,442533,222,1
92896N60ZO,25,F,261051,214,0
92896Y15YD,60,F,162755,412,1
92898H33DI,59,M,796153,123,0
92910K98PW,53,M,707983,342,0
92916N67EF,36,F,520784,832,1
92923F14LO,36,F,781205,493,1
92926H01XU,42,M,518856,133,0
92935Z81RG,42,M,731883,301,1
92936R00CD,38,F,406725,280,0
92937H12KK,58,F,114248,223,0
92939O60SP,26,M,115488,229,0
92940L41WS,57,F,296507,297,0
92942W84WS,44,F,453725,836,1
92943R47VN,63,F,453792,348,0
92947S59PF,63,F,424296,236,0
92952U25IT,60,M,412100,233,0
92958H05QA,60,F,337728,376,0
92960D21KI,29,F,242995,234,1
92960X35BV,59,F,412451,1017,1
92966V08OU,61,M,475491,353,0
92968U12ZE,37,M,104209,435,0
92970C02OZ,35,F,228856,472,1
92972K76UC,26,M,215383,877,1
92977X19NN,36,F,525784,393,1
92980J51QR,60,F,419832,292,0
92982D13DI,48,M,257504,305,1
92986D03WD,29,F,251019,444,0
92987K40FI,39,M,550803,476,1
92993V96EK,47,F,647171,250,0
92997C88OB,31,F,420448,270,0
93000W83TV,65,M,561225,999,1
93002W17LK,61,F,217181,206,0
93005J59ZI,62,M,689953,982,1
93008Z32IM,33,F,433325,252,1
93010G67JX,38,F,384475,215,0
93010S82YI,44,M,648395,455,1
93014Y87BA,50,M,285765,331,0
93016S38PQ,61,F,182288,475,1
93017L26GU,64,M,540489,398,1
93025C23TN,34,M,215024,347,1
93032O24DC,26,M,243414,99,0
93036L34TI,52,F,263451,971,1
93036V97HC,57,M,592378,275,1
93039K27ZW,50,F,289848,420,1
93042G36YV,26,F,250109,262,0
93045A06OP,30,F,455112,432,1
93053O00FP,27,M,104809,265,1
93053X23DI,27,M,249216,101,1
93055D97PH,54,M,457723,715,1
93063H31KP,38,M,772461,453,1
93069T12WF,38,M,396802,208,0
93069X11QX,36,M,404103,206,0
93070V93RU,41,M,103296,473,0
93081S35LX,47,M,790032,185,1
93089A99CX,51,M,797601,282,1
93089W61TL,51,F,267125,386,1
93095I94HJ,42,F,490955,334,1
93096T34SH,57,M,660771,346,0
93098X27IJ,37,F,446787,785,1
93099Q27WV,50,M,238191,269,0
93102G78YH,53,M,442706,426,0
93107Q80IX,33,M,268463,471,1
93112L28YD,33,F,450013,474,1
93113X98HB,28,F,472981,238,1
93114T26MF,60,F,326736,835,1
93115I82HW,28,F,146080,52,0
93120K85CL,60,F,419104,443,1
93123A87ZV,41,M,541517,309,1
93123N05CY,26,F,391403,334,0
93126T47RK,57,M,736123,249,0
93127X08AW,59,F,133659,96,0
93128H10NG,48,F,378608,278,0
93129B83GX,55,F,163891,5,0
93135A62HO,51,M,714313,377,1
93136N77RO,63,M,563360,414,1
93143A99BO,64,F,264515,596,1
93143I72SX,35,M,210128,49,1
93144T68OW,61,M,625708,325,1
93145M75NT,61,M,799885,271,1
93149K75HT,54,F,168576,756,1
93153U79RB,47,M,190667,412,0
93154W54ZS,57,M,414981,273,0
93159B39OO,48,F,432872,419,1
93162N00LF,43,M,115977,205,0
93162X98PZ,59,M,132515,310,0
93165D80SZ,53,F,431325,243,0
93165P37GE,39,M,709597,673,1
93166D07WI,41,M,479485,380,1
93168Q32DW,30,F,457660,317,1
93168U14FN,37,F,302640,446,1
93170G78ZR,47,F,358531,113,0
93170W38AI,56,M,733414,468,1
93174C14XZ,54,F,312664,299,0
93175K62MG,32,F,408032,362,0
93180P38WL,52,M,750013,448,1
93182M22NB,58,M,794162,112,0
93185N36ZB,55,F,461205,79,1
93186J75FF,38,F,298944,982,1
93189A84MF,52,M,673309,499,1
93189R24HV,38,M,250953,385,1
93190C78JD,53,F,186896,92,0
93190M80FX,54,M,77541,337,0
93194L86NT,52,F,162099,20,0
93195U11VA,43,F,472885,325,0
93195Z01QH,65,F,101440,71,0
93201M80MV,52,M,611414,434,1
93204U81CQ,44,M,215904,491,1
93207Y52EZ,60,M,148491,116,0
93211B43PA,32,F,252045,474,1
93214X06OY,56,F,84568,378,0
93216S84RJ,46,F,478643,221,0
93217N40QX,46,F,363808,238,1
93218B78OR,55,M,407648,192,1
93218C21YA,57,M,644051,88,1
93218P74QC,63,F,231013,464,1
93220Z92IT,48,F,547512,373,1
93222T94GG,43,M,579259,426,1
93226A37EO,59,M,204513,360,0
93226P87YT,54,F,439920,276,0
93231A29MX,60,M,552363,761,1
93233Z41OS,63,M,249721,268,0
93234I32MK,54,F,299445,80,1
93235I40XY,30,M,227968,394,1
93235Q65VF,29,F,385189,402,1
93238Z82EN,62,F,421581,438,1
93241Q98XG,33,M,178903,434,1
93248N52BI,50,F,273405,309,0
93254F93QY,40,M,771315,348,1
93255M58CS,60,F,185133,261,0
93257S16YQ,64,M,765680,880,1
93260H77IB,60,M,569917,85,1
93260W87CG,46,F,571544,446,1
93269B22VH,65,M,140733,232,0
93269C01QL,32,F,372531,430,0
93269F35JY,62,F,440269,158,0
93274A83PL,28,F,298789,130,0
93274W69OX,26,F,315225,291,1
93276W59WR,27,F,346454,51,1
93282U78TH,52,M,708564,186,1
93282Z00DO,53,F,431768,433,1
93289Z42LN,57,M,236935,766,1
93295H68OW,30,M,217521,337,1
93301C56DA,55,M,475772,409,0
93301X99XE,49,M,201313,253,1
93305C76FA,64,M,177082,244,1
93309D59YN,42,M,730651,371,1
93313X27ER,31,M,119244,14,0
93317K14ZQ,56,F,171701,326,0
93319U29RU,40,M,171554,473,0
93323C85QH,60,M,761472,538,1
93328M73PG,37,M,310659,478,1
93329K54HU,29,M,278319,298,0
93330J69LB,38,M,333888,490,1
93331S42YM,34,F,394971,114,0
93331V50CW,39,F,622176,236,0
93334R48LU,49,F,700792,429,1
93337W24BM,49,M,190960,479,1
93339Z95FX,50,M,171771,486,1
93346C38JL,42,M,326870,440,1
93348Y18CL,42,M,247206,248,1
93352M76KW,25,F,200464,347,1
93354Q92UR,43,M,757891,506,1
93356W53ER,65,F,122736,500,0
93358M17FR,39,F,285547,580,1
93359J09AH,38,M,222545,41,0
93363G59AP,47,F,637021,353,1
93364U42GQ,39,M,615757,1,1
93366X25RH,62,M,783013,355,0
93367K20LM,39,M,217124,469,1
93377T46RP,26,M,294088,72,1
93379Y12ZU,56,M,570436,318,1
93384P51MM,58,M,398897,180,1
93388J33JW,63,F,455325,238,1
93391D71NP,33,M,293462,462,1
93394V45JU,55,F,425003,683,1
93395A43TI,42,M,600573,294,1
93399C26ZE,64,M,594471,481,1
93399M06BA,48,M,676683,315,1
93403T13YQ,28,F,171269,228,1
93408W21UZ,43,M,357869,395,1
93410B12YC,25,M,233382,125,1
93411Q66OK,53,M,341996,175,0
93412O22IL,51,F,286232,806,1
93412X45FJ,48,M,468400,368,1
93413E25IY,62,M,622556,894,0
93414J26PV,38,M,447212,272,0
93418O88SF,63,M,346429,52,1
93420Q91KW,64,F,214299,251,0
93423W42NU,46,F,304843,304,0
93425N73XF,37,M,321354,388,0
93429C26PS,38,F,737987,368,1
93431C68FN,37,F,318781,479,1
93431K23SF,33,F,330656,209,1
93434Z67EC,48,M,684125,175,1
93436B86AE,60,F,315984,278,0
93439E69MW,64,F,408515,358,0
93439L03MP,57,M,262205,62,0
93441P17BC,55,F,402533,436,1
93442O01JN,31,F,361845,256,0
93443K35MW,42,M,652949,298,1
93449I35LQ,27,F,370787,212,1
93453G76VO,40,F,374163,871,1
93457A01UQ,65,F,330093,91,1
93459L74FN,45,M,384685,266,1
93460K29LY,52,F,451133,500,1
93462S14CM,52,F,189781,233,0
93463B31AN,47,M,141301,245,0
93463U71XN,60,F,176968,546,1
93474I30YG,37,F,482173,196,0
93474U07HZ,59,M,382096,150,1
93474W46IV,41,M,524891,886,1
93475F90PT,60,M,144708,236,0
93483Y28DY,42,F,552853,451,1
93485Y51GA,54,F,201459,782,1
93492T04AN,28,M,251892,443,1
93492W36WM,50,M,305642,373,1
93492X43QY,31,M,207626,481,1
93497V39DO,56,M,597781,375,1
93509C81UK,62,F,325504,788,1
93509D79WM,58,F,463165,346,0
93509F52TK,58,M,270032,452,1
93509T19OO,49,M,482321,365,1
93509U60LP,37,M,225745,484,1
93514N64KN,56,M,433914,280,1
93515D25MI,39,F,300467,238,1
93516U50LE,35,M,183753,253,0
93527U42RS,38,M,426592,27,1
93531U70GK,41,F,377648,367,1
93533O98YA,43,F,630696,308,1
93539S49ON,40,M,325017,492,0
93544W50HU,28,M,146640,133,0
93548E52WT,54,M,148520,481,0
93551Y90DJ,55,F,207419,282,0
93552G35AU,47,M,237416,192,0
93552Z41SQ,57,F,486245,128,1
93554A53GD,33,F,366725,389,1
93554B88HQ,36,M,712424,371,1
93554N09XW,52,M,514469,396,1
93556H52EK,37,M,260397,429,1
93558R50PX,37,M,224764,351,1
93559G80XD,29,F,446011,498,1
93560C88BB,35,M,177908,251,0
93560J77SE,36,F,327957,162,0
93561E32TV,43,M,565725,924,1
93562P71RP,50,M,468104,457,1
93569Q06RF,29,M,104871,96,1
93572P88BO,63,M,257039,81,0
93573X37DL,45,M,109119,500,1
93576B16MK,34,F,402187,415,1
93580P98OI,53,F,229853,230,0
93581J44KH,38,F,688272,5,0
93584H89IO,25,M,289172,84,0
93589C18QC,36,M,190835,494,1
93589K01FY,41,M,318287,131,0
93591E95TS,40,M,371073,359,0
93591N36SK,52,F,349499,172,1
93594D04LK,56,M,656961,217,0
93594Q24LM,48,M,313865,444,1
93596V97EY,58,F,241131,317,0
93603M17GA,28,F,373877,335,0
93605J21SA,65,M,167568,253,0
93609H81AW,30,M,178430,173,1
93609V68DH,60,F,339293,222,0
93612R69OE,49,M,674904,908,1
93615M77RH,25,M,280589,432,1
93616Q55CO,56,F,467480,496,1
93617V88PI,65,M,727335,403,1
93619H21JE,63,M,644029,929,1
93619K48IZ,59,F,200397,341,0
93620O49FX,42,F,485963,358,0
93622E54TF,55,F,172845,476,1
93623U03HM,28,F,279752,475,1
93626I48JI,43,M,106140,351,0
93629S71LZ,29,F,173272,355,1
93633Q38GR,41,M,704221,872,1
93634U19UX,42,M,674328,842,1
93635P38HU,29,M,244661,320,0
93639E35KW,25,F,214931,256,1
93641N99KO,29,F,135755,280,0
93650O11VY,30,F,444204,270,1
93650T13GX,27,M,249057,387,1
93651F29MS,49,F,568176,165,0
93652O47LC,49,M,418855,287,0
93652R61DF,47,M,118110,210,0
93654K07BR,48,M,318128,207,0
93661E05PP,36,M,628717,375,1
93662C98QR,57,F,336320,202,0
93666L16OX,56,M,507617,406,1
93666Z28QY,56,M,141563,339,0
93667S99ZJ,63,F,300613,98,0
93676S19NP,46,M,449297,463,1
93685A22ME,53,F,533123,899,1
93685X54NA,35,M,238378,96,0
93686P67XT,55,M,526906,338,0
93702M57PQ,29,F,447797,478,1
93709J33OV,35,M,216702,815,0
93717H69YJ,61,F,244637,476,1
93719Y42WU,53,F,207843,347,0
93720S30BH,46,M,262247,449,1
93721Z55MP,42,M,278741,497,1
93731C73NK,65,M,586432,424,1
93733Z26OL,30,F,414059,262,1
93735A98ZP,28,F,386640,342,1
93746J94KD,31,M,214000,247,1
93747G34UQ,42,F,496667,281,0
93748D71MG,33,F,425883,462,1
93748O33LB,37,M,371936,435,0
93748Y57OQ,42,M,469463,298,1
93750R17NB,57,F,364832,459,1
93751J66ER,52,F,389357,212,0
93754D77WR,63,F,113957,410,0
93755E32XU,56,F,493880,234,0
93758Y32WG,58,F,110939,315,0
93764B84BK,35,M,260957,206,0
93764P67BM,60,F,223208,403,1
93765A19NM,45,F,663403,356,1
93768Y67VG,65,M,708682,264,0
93772R16XX,39,M,232206,360,0
93775R84HE,32,M,160071,51,1
93779A39MQ,50,M,178555,303,0
93779M26RE,62,F,199504,490,1
93780Z76TV,35,M,246180,356,0
93781O99YG,43,M,320635,373,1
93788D82EA,25,M,116132,389,1
93793X18EH,41,M,215936,54,0
93796V23NL,46,M,214414,492,1
93796V33ZK,52,M,474612,290,0
93796X58LQ,29,F,295675,470,1
93805F46VK,51,M,226829,776,0
93805M73NN,41,M,106562,360,0
93806E24DD,39,M,355603,446,0
93806L08JY,42,M,628891,421,1
93809Q55XH,63,M,335330,280,0
93810V75AF,49,F,388680,495,1
93814U78LQ,64,M,261878,1012,1
93816P60UP,27,M,154960,258,1
93817I23PI,41,M,778635,458,1
93818W64RV,29,M,278177,118,1
93819Q53QQ,44,M,348097,29,0
93820E44ZA,35,F,293685,214,1
93823U06YM,42,M,710381,439,1
93826D75VT,48,F,532797,394,1
93826S65ZU,52,F,315632,261,0
93827O55GM,42,F,704803,27,0
93827P01WR,41,M,360670,153,1
93831O95DV,25,F,401797,53,0
93836Q44VC,65,M,353879,225,0
93841S36DP,50,M,184139,493,1
93841S60AD,56,F,90005,406,0
93842B91QZ,56,F,350043,337,1
93843A88MN,60,M,554793,60,1
93847H66DF,38,M,177623,380,0
93848M54XJ,41,M,240923,251,0
93851X00ZM,47,F,629315,270,1
93856C62WE,50,M,236794,401,1
93858L14VV,63,M,202081,383,1
93863F60HO,31,M,208987,486,1
93866L73MB,47,M,333690,489,0
93870O59TF,45,M,689304,877,1
93873T13YA,31,M,145917,280,0
93874U08SL,60,F,364909,266,1
93877A08UW,53,F,484728,181,0
93883Q19QJ,32,M,264838,356,0
93888B35ZR,61,M,285840,55,0
93890S51GM,32,F,377037,377,1
93892F61PY,33,F,143667,303,0
93896Q27EP,28,F,241091,393,1
93897N79AH,52,M,145722,840,1
93903J94OH,59,F,287632,341,0
93903N62XQ,32,F,347950,316,1
93906E29YF,49,F,366397,779,1
93908G42VA,36,F,435181,640,1
93908K74HD,26,M,220428,292,1
93912T12UL,30,M,255619,74,1
93913C70BZ,48,M,523787,254,1
93915Q57ZM,50,F,413221,320,0
93918O07CV,41,M,430318,128,1
93925K58DM,61,F,368939,968,0
93925Y38XU,43,M,736221,993,1
93927C82BV,26,M,185320,1007,1
93931Z72DI,62,M,768484,316,1
93932U93UG,42,M,470177,311,1
93934D58KH,29,F,295576,235,0
93934V06HH,48,M,173360,231,0
93936E52FF,42,M,227170,463,1
93938E23XQ,34,F,392565,70,0
93940N55KO,41,M,243199,420,1
93942W38KX,51,M,763882,387,1
93945A38JL,46,M,158335,278,1
93945G54NC,45,M,470986,223,0
93946O50NK,51,M,773504,586,1
93947B13ZG,57,F,414312,303,0
93948I59MW,54,F,461496,240,0
93950K22NS,52,F,212717,826,1
93954B50TY,41,M,441487,308,0
93955J68LR,26,F,320677,242,0
93956G65NE,65,F,81683,296,0
93962X68KT,34,M,166384,357,1
93965G27YR,40,F,614517,462,1
93966H52OL,30,M,136603,259,0
93967N30CL,42,M,565592,229,1
93968D15JV,63,F,511179,325,1
93974N97EG,28,M,249050,178,1
93975M68JT,51,M,545455,41,0
93980D01XR,25,F,320434,360,0
93986E80RU,53,M,360955,498,1
93990K35SZ,57,M,499439,879,1
93997M10QR,48,F,674323,252,1
93998L79GR,40,M,110800,248,0
93999F10MG,56,M,289691,296,1
94001P08SK,29,M,106063,316,0
94004Y67VC,28,M,110820,438,0
94006C00RL,46,F,305867,382,1
94007W00UF,30,F,282043,397,1
94010Q55MJ,41,M,571760,218,1
94010S56TQ,51,M,224426,436,1
94013M36NY,56,F,105443,101,0
94015B94QE,46,F,412741,53,0
94015K09FX,61,F,470064,21,1
94022D15VV,39,F,311309,1014,1
94024B59GB,40,M,530885,119,0
94024P79SJ,48,M,561669,868,1
94036Y96QP,41,F,541051,277,0
94039V59JB,52,M,271379,225,0
94041J79FS,57,M,786763,577,1
94048Q02DY,26,M,218459,277,1
94049S71UI,54,M,570322,86,1
94052V34DZ,60,M,90283,345,0
94053Y52XF,64,M,615317,346,1
94054B16SY,26,M,224403,410,1
94055X89JP,62,M,645393,138,0
94056Q43ZP,64,F,189787,134,0
94058R97DB,27,M,178143,203,0
94059T86ZV,39,M,303019,305,1
94059Z55NE,33,M,273315,94,1
94060L08SI,64,M,182177,491,1
94060P65ZE,42,M,546933,243,1
94061U59CW,31,F,407389,343,1
94062I25CC,51,M,772545,279,0
94063A89MY,50,F,751056,762,1
94066Q82YQ,45,M,272407,353,1
94068L35VE,38,M,369410,443,1
94069I73QR,51,M,522334,383,1
94070D00MV,30,M,183777,450,1
94071I80LL,32,M,299761,303,0
94073C74HI,57,M,574001,355,0
94076D97FF,60,M,258663,363,0
94079N38BN,50,M,462167,150,1
94085U31SX,34,M,225588,519,1
94085Y11QW,56,M,91840,202,0
94086O83ML,64,M,748359,958,1
94087S40RF,65,F,81688,416,0
94091M34EG,37,F,323080,205,0
94100Z28LR,37,F,429885,477,0
94103J46ZM,29,M,286449,641,1
94104A14PJ,36,M,208624,242,0
94104C47QS,65,F,486256,388,1
94104U03IT,47,M,411455,262,1
94105H99YS,38,M,120226,367,0
94106D89GR,32,F,182869,478,1
94106I73WP,57,F,202157,178,0
94111S02ML,29,F,335957,327,1
94131Q71OK,44,F,391776,500,1
94133O74GL,30,F,205093,467,0
94134U22SU,54,M,457535,173,1
94134X83XD,31,F,439611,236,1
94138M07OZ,60,M,285513,249,1
94140C29GF,63,F,301328,241,1
94142B85KH,58,F,114211,598,1
94142H97GB,30,F,400365,372,0
94143G58GH,42,M,448351,490,0
94145H10KT,42,F,301080,189,0
94151B13TY,50,F,383680,274,0
94152Z14JZ,47,M,284401,373,1
94153U20NH,62,F,490115,611,1
94155M92BH,35,F,495795,324,1
94156X85XP,44,M,164777,472,1
94157Q20PE,54,F,500925,706,1
94160R82KC,34,F,460195,271,0
94160U50DN,58,F,114651,847,0
94161G11ES,62,F,225333,812,1
94161P50ZA,32,F,380798,93,1
94163S78YM,54,M,254789,580,1
94164X04YK,45,M,335854,433,1
94165P11ER,28,M,100848,392,1
94167N90XW,55,F,375728,197,1
94167O45KL,39,F,476043,889,1
94170N50PS,51,F,224723,638,1
94173E14CZ,33,F,134083,429,1
94175B50WZ,27,F,198763,150,0
94176N41KM,46,M,320686,487,1
94176N84RH,50,F,516104,252,1
94177D24GS,54,M,465165,191,0
94178F74ZO,44,F,468981,357,0
94181N98ZM,40,F,438331,497,1
94186K44GV,48,M,534387,411,1
94190E33FW,38,F,326760,265,0
94196M09GG,48,M,418038,458,1
94197A09UQ,60,F,372544,478,1
94201D07YC,26,M,199014,463,1
94201I24NN,62,M,554087,383,1
94205B53LS,32,M,155699,322,0
94205N93XE,30,M,222685,980,1
94205T83DU,49,M,234393,450,1
94205U44QD,64,M,314791,223,0
94213A32KF,54,M,275847,135,0
94213P20LY,50,F,678960,284,1
94215S23XS,58,M,334493,559,1
94216Y40AG,65,F,371717,226,0
94217D79JQ,48,M,659557,212,1
94217J22IS,39,M,379856,213,0
94218O93EY,35,M,132345,169,0
94220O57EV,57,M,479472,589,1
94222A89LF,45,F,362040,492,1
94227K17ZO,40,F,584699,339,0
94230H10UD,32,M,112087,174,0
94231K96GY,62,F,295309,54,0
94231L55WP,57,M,243939,477,0
94238Y00YA,37,M,602643,315,1
94239A13ZW,53,M,507313,951,1
94239K51YP,34,F,345885,336,0
94239K85JL,56,M,123550,416,0
94241F39WK,46,M,370527,289,0
94246D20EV,26,F,261952,295,0
94248V32VR,50,M,227302,381,1
94250A88TC,29,F,498904,477,0
94250F09OD,33,M,192268,738,1
94251R95VZ,62,M,388986,628,1
94253Q45BL,45,M,476011,389,1
94255X73YL,29,F,224795,271,1
94256O35QQ,43,F,396427,307,1
94256S00PD,40,M,166208,44,0
94258O86ID,40,M,452110,201,0
94260R39EI,47,F,386301,73,0
94262I60RK,48,M,343274,314,0
94262X43VG,37,F,393645,301,1
94264W63HC,64,M,648368,147,0
94272A21TP,55,F,376976,489,0
94274Q61HG,48,M,207825,490,0
94274S33XK,52,M,787195,301,0
94275W79IA,39,M,626845,289,1
94284G64ET,55,F,427469,400,1
94286I71YH,61,M,701014,831,1
94288E36MS,34,M,170548,224,0
94288V55LD,33,F,305826,402,1
94290Z79JJ,49,M,127529,56,0
94293B85TL,39,M,698672,223,1
94294Q79MX,64,M,334433,253,0
94297B15JD,58,F,466621,284,0
94297J48TJ,53,M,721725,411,1
94299B04LW,36,M,177387,286,0
94300F05QU,62,M,295862,173,0
94302J82WE,30,F,307021,408,1
94309H08VV,29,F,214309,377,1
94315U91LW,51,F,354325,374,1
94318H79EV,54,M,113559,483,1
94321U56DU,52,F,325528,342,0
94331A00TG,64,F,352155,114,1
94333O97ZK,49,M,364611,383,1
94333R81HL,27,M,112028,120,0
94333W05SI,65,F,90440,1010,1
94337F72HM,31,M,162139,652,1
94339G24NA,45,M,665819,693,1
94343T69TC,43,M,329130,424,1
94343X04KY,29,M,259258,342,1
94344V04FT,55,M,654935,877,1
94345V21LN,49,M,622171,267,1
94346B76PI,42,M,324189,208,0
94346X06HV,47,M,764963,220,1
94347L62DS,44,F,581373,229,1
94355P04DA,53,F,412509,62,0
94369R01AE,54,M,314615,98,0
94372J57AP,60,M,699015,4,1
94372X49CJ,48,M,281023,229,0
94374W48AC,25,M,295560,560,1
94386Z03AT,46,F,386379,76,0
94390D88RI,41,F,296752,183,0
94391A78UN,52,F,316693,394,1
94391H81RA,48,F,704573,267,0
94392T66IG,63,F,446971,339,0
94393O34MR,58,F,263661,491,1
94397U80PM,54,M,644542,117,1
94398R38YX,60,F,315416,288,0
94398U91XJ,42,F,494939,150,0
94403C88XI,27,F,295606,323,1
94403P88AI,28,M,193593,231,1
94404I00VI,30,F,376824,89,1
94405O30TC,40,F,419032,864,1
94409Z73LA,25,M,169501,494,1
94411P47ON,36,F,430784,421,1
94420T58MF,35,M,271092,333,1
94421B71TL,60,F,249373,971,1
94428A39GF,38,F,384835,581,1
94431V86NI,58,M,701795,254,1
94432A76DE,47,F,488688,19,0
94434A48QN,52,M,490069,88,0
94436U66PN,63,M,262334,685,1
94438F53VR,34,M,244294,461,1
94438K74EC,55,F,130440,478,0
94439X47FO,59,F,219715,404,1
94440Y68ZH,65,M,84354,787,0
94446F37TJ,48,M,538549,250,1
94446Y42IA,41,F,791485,459,1
94447M09BP,41,F,456152,406,1
94448X75MK,38,F,431488,275,1
94449F85VG,38,M,486611,429,1
94449R63TI,44,M,210493,453,1
94458G51LX,60,F,142149,245,0
94458Q24VC,64,F,240272,421,1
94462S31XO,60,M,726278,530,1
94468M58XA,61,F,203867,312,0
94473G97DC,58,M,225391,197,1
94478N73DD,53,M,101518,1013,1
94478Y34CE,40,F,381893,430,1
94479D20EM,43,M,418016,295,0
94480O36FP,26,F,403328,163,0
94482M71QY,51,F,480181,497,1
94483O21IJ,48,M,448605,475,1
94484Z86MN,28,M,139544,279,0
94485G41IC,59,F,513661,55,1
94490M63FA,30,M,119546,422,1
94490Z38DM,56,F,394021,69,1
94491P01PR,30,F,426317,307,0
94493Y53QC,61,M,751626,499,1
94494D81NE,31,M,216728,380,1
94496H96VC,47,F,451464,133,0
94496J52OD,50,M,512797,801,1
94496T46MT,43,F,794421,370,1
94497M26PM,33,F,355765,435,1
94501E50IS,53,F,215221,460,1
94503U40BB,32,M,145384,295,0
94512A39NH,35,F,185869,326,0
94516G60RA,37,M,427019,256,1
