ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
91125W88ZD,39,M,1870215,2018-03-13
84238O99HG,34,F,734895,2019-01-21
70126P59FH,51,M,1061773,2018-03-25
54936O19GY,40,M,1368049,2019-03-20
48034X66QP,64,F,1072908,2017-04-22
94716P47TM,50,M,1645582,2018-12-03
62882A24NQ,50,M,875442,2018-09-18
96952L68KK,62,M,1750899,2018-09-08
77083D05PX,30,F,554248,2018-06-01
35350L06FX,49,M,1525046,2018-03-20
90175V33PE,45,F,1205845,2018-08-09
19309Q02RF,59,F,1114020,2018-07-30
20133T88IX,43,M,1166466,2018-11-08
18632T24CR,45,F,873208,2019-02-22
78036O21VO,61,F,1883587,2018-06-23
75248B78XW,44,M,1312265,2017-06-16
42003I30IM,44,F,869889,2018-08-31
25180F39WZ,47,M,1171669,2017-04-26
29606Z82JF,27,M,1247266,2019-03-04
14995I18LQ,32,F,1093792,2018-02-16
52073F34HX,31,M,1439599,2018-09-04
99487N86QY,27,F,946511,2018-03-28
99874N60AL,65,M,652670,2018-08-13
89203F80CR,46,F,1306801,2018-09-12
83537E31IA,38,F,1370481,2018-10-15
74748T30UZ,29,F,566685,2019-01-28
34229Y61UL,57,M,608715,2018-03-21
45045B76BI,49,F,829411,2018-06-22
98945U04BH,29,M,1373644,2017-04-05
92022C51YL,41,F,1110705,2018-02-26
38689U71PK,32,M,624521,2019-06-24
42345E28MF,26,M,921849,2018-03-20
09420C87CK,45,M,1070856,2019-06-19
49612N79ND,62,F,646365,2017-10-10
94602C14LU,59,M,620524,2019-04-05
29025B03ZB,62,F,1360763,2018-05-10
76954B45WJ,47,M,1422144,2018-05-25
48770H07ZY,48,F,929787,2018-03-16
56544V94PT,45,F,1242887,2018-02-28
06917J31BJ,39,F,859232,2019-02-19
41267P00IQ,61,M,1825894,2018-12-23
92382Z64TY,49,F,966036,2018-05-03
11489S80FR,61,M,792093,2018-10-09
58192R74OE,40,F,1115631,2017-11-25
42067S37BP,38,M,1478176,2018-06-03
02003D23KN,60,M,327166,2017-05-31
98528D01SN,42,M,914953,2018-07-15
31618I32HU,48,F,1080116,2018-06-05
19056X04BG,48,F,1094685,2017-03-11
54830S34UG,65,M,583245,2018-07-20
53270D91AV,54,F,1960519,2017-05-23
98389X83VX,64,F,1057350,2018-09-03
91695Q68PO,60,F,810998,2016-11-09
05222Z63WQ,61,F,1717839,2018-06-08
62459O08WK,62,M,486592,2019-01-13
01549R78PW,29,F,1186311,2019-02-05
22545J26MI,46,F,976666,2018-11-15
36904F88UC,36,F,1026223,2018-06-05
87726O63ME,58,M,743906,2018-11-08
21439C53SV,48,F,1519700,2018-05-11
65340A61XN,34,F,745482,2018-08-04
82592Z96RT,42,F,1221627,2019-06-13
37288Z18XE,62,F,783663,2018-11-01
60691T94CC,37,F,1157394,2017-03-19
27716O04MK,56,M,990750,2019-03-14
19434X20SQ,42,F,1593049,2018-09-26
85821G48PO,38,F,841340,2019-04-27
58016Q81NP,61,F,1449080,2018-04-18
71781G01DR,54,F,1597114,2016-11-30
91462W86BK,57,F,909940,2017-04-26
11649H50HV,58,M,1245247,2018-10-17
46320U92DJ,59,M,1864054,2017-03-17
44640Z16PQ,34,M,1200816,2018-12-07
86875X06VQ,39,M,1851651,2017-06-16
75627B02DH,49,F,1469603,2018-08-05
64462P18BK,34,M,1370622,2019-04-16
43963P75HH,63,F,1009344,2018-07-20
49785B45PA,50,F,1443528,2017-05-17
14976U85GR,44,M,992791,2018-09-26
96867N17GM,55,M,663990,2019-02-24
64581V56OW,36,F,896541,2017-12-17
51549U32DY,43,M,1565044,2019-03-20
11457U46MV,33,F,1062759,2018-07-18
50996Q68GI,41,M,1151857,2019-02-18
93933Q26MF,33,F,926347,2018-04-05
39176N68PJ,29,F,764706,2018-08-29
79592Q38HK,50,F,1482845,2018-10-25
39408A18LK,26,M,1428343,2019-02-28
61949V30KU,35,M,1299440,2018-04-20
49937L79OV,54,F,1927788,2019-05-27
85426Z32IZ,43,M,992869,2019-01-30
73077J29UL,64,M,664292,2019-03-11
99277V43TB,61,F,1183691,2018-09-06
08039H45AZ,54,F,1132338,2019-06-12
80658J03YV,44,F,1517930,2019-05-02
76135Q55PB,28,F,1096172,2018-04-29
95168I07HY,47,M,942802,2019-06-10
01532Z60CE,31,M,871124,2019-01-06
18143X93MX,26,F,551008,2018-10-27
50522W44JC,64,M,822235,2019-04-19
19708R69VB,27,F,1155470,2018-12-14
08219T96DX,37,F,1220587,2019-03-22
84220E01DT,43,M,1847004,2018-10-02
79147N78XV,30,M,1430796,2018-06-16
11718W20VN,54,M,652494,2019-03-30
91656B07GG,56,F,1827448,2019-02-12
12280R72PC,61,M,810447,2018-09-18
43405S01QQ,62,F,1143986,2017-05-15
20612H54UD,46,M,961565,2016-12-13
67815H48JU,46,M,1594890,2018-09-09
81759D35CP,35,M,643621,2018-11-12
71580W36LJ,43,M,1389444,2018-05-07
71507X04NS,46,F,1232247,2016-10-21
07132G79BR,28,F,1094436,2018-04-19
95793E56QA,48,M,1107889,2018-09-04
44601C12RV,31,F,1119843,2018-11-12
92238R28KO,50,M,1941833,2018-04-12
15964J93NE,42,M,1222356,2018-12-31
86005C06QN,63,M,385230,2018-08-23
53602I08OD,56,M,1897863,2018-08-20
64510K72VW,55,F,1387274,2018-10-15
19649Z80CW,29,F,573081,2017-09-27
64046O16NT,59,M,1708340,2017-02-06
51632J12LA,58,M,826993,2019-03-07
30812Y07DX,59,M,328544,2018-02-27
08063H31IG,60,F,1449825,2018-06-23
55446K81HM,61,M,1238091,2017-02-26
56627P10WC,58,F,938690,2017-06-04
74332G87SR,35,M,1339426,2019-05-19
28479Y73SU,38,M,998544,2016-09-17
82907C86WQ,28,M,1056277,2018-11-06
63842P28VK,58,F,407014,2018-04-11
82721I58ME,27,M,1279545,2018-12-29
46192W00QX,62,M,649295,2018-09-14
10026V07YC,56,M,1820120,2018-04-21
75757A00UJ,55,M,655140,2017-10-04
29668I27UH,43,M,1233918,2016-10-12
09604L77JV,25,M,1490974,2019-03-06
42518T18IA,25,M,1181695,2019-04-19
27518B78UP,36,F,1505902,2018-05-29
24958U58WS,31,M,917294,2017-03-21
58124F76EZ,56,F,1893397,2018-08-09
23309K59GO,48,M,1182383,2018-07-04
52594V12KM,37,M,1072854,2018-04-18
20607W28SW,43,M,1359349,2018-04-24
27423X61LL,43,F,822425,2019-04-02
16400S18HE,53,M,1599106,2019-06-02
30217O39EC,44,M,1178949,2018-05-05
99687E78LY,26,F,554492,2018-03-03
64944Q24QZ,60,F,1912630,2018-07-17
22178M00VH,32,M,1227355,2018-10-10
29926T65RE,39,M,1646915,2016-10-30
80577J72CI,60,M,1207703,2019-05-19
22192I71OK,31,F,1132082,2016-11-11
94298D21DC,36,M,853428,2017-04-11
12884O46IF,62,M,809127,2016-10-20
72035Z32GH,60,M,1831477,2018-04-25
96632B06RD,45,M,1123546,2017-07-29
48297G04JS,33,F,918611,2017-04-26
39771I97FG,59,M,1464779,2017-01-25
42659G99DL,60,M,1249167,2018-07-16
87950I10GN,44,M,1276263,2018-03-25
63093Q37LR,27,M,1249113,2018-07-28
06456Q42EE,54,F,456665,2018-05-30
12128Z12FF,32,M,1026726,2019-06-14
88640J94NI,33,M,1220934,2019-03-29
34652K22LS,31,F,517232,2017-01-15
75165C30AE,41,F,969366,2018-10-14
13630R25LK,57,F,1480309,2019-01-05
59460C84HN,37,M,973038,2018-06-23
71776S54IT,53,F,518793,2018-09-21
26999J49WJ,59,M,1824626,2018-10-24
19641Q74WF,49,M,989199,2019-01-04
89215C67RV,26,M,966093,2019-04-01
58427Q78MV,28,M,997602,2018-07-04
13089X91UB,48,F,1580445,2018-11-29
25159U99VL,55,F,1196032,2018-03-05
92344J75GT,33,F,610359,2017-08-17
10491A35CI,54,M,1498764,2017-12-10
89676T86GK,44,F,1185332,2019-03-26
26840O61UX,60,M,1526050,2018-10-23
90893E53CW,41,F,1222714,2017-04-18
49359J07WH,54,M,883052,2018-08-21
25208W24BW,46,F,1556596,2016-09-26
76455T69CD,56,F,1072756,2017-08-10
34964I09YL,27,M,1452479,2016-10-29
24018H20EI,26,M,864614,2018-09-13
32584Z84CL,29,F,1055817,2019-05-21
47206U24GX,46,F,986168,2019-03-20
61317V38XE,43,M,1565392,2017-12-17
40195N71DE,52,M,1368718,2017-03-19
34414X58VC,53,F,1488282,2018-06-02
84504Y16BX,29,M,627994,2018-03-29
89280X03CT,44,F,1481475,2017-12-15
20453Y00FV,31,M,1378959,2018-11-30
63111U98PZ,25,F,632294,2019-06-05
99745N16MG,35,F,1095036,2018-10-07
20721W51MU,61,M,1799683,2019-06-05
39140M06OJ,64,F,1221232,2019-04-26
59502B02LS,63,F,1783217,2017-06-24
98581L15SO,37,F,1385957,2018-08-07
15452S17JL,60,F,1667751,2019-03-02
26129V62ZS,59,F,1446432,2019-03-15
68938Y92AX,55,M,1935218,2018-08-13
30129G12PS,61,F,440323,2018-04-19
31335S33NO,28,F,1035279,2018-12-20
49010A10LV,43,M,1989948,2019-05-11
16691T98ZC,39,M,1965986,2017-03-15
61553U70AT,49,M,1768564,2018-12-19
01489P19JH,58,F,1099641,2018-03-26
85863F55TO,49,M,1863836,2018-07-08
86471W21JO,56,F,645051,2018-12-11
88401I58UI,40,M,1105482,2018-04-16
14352E87GE,34,F,1062823,2018-06-20
86866Y92OL,28,M,949695,2019-06-08
25426T48IA,47,F,1432302,2018-06-21
01985G16AN,52,F,1699738,2018-04-30
35218Z82AE,40,F,1250022,2018-01-22
20264D63AD,49,M,1608428,2018-12-17
28380T65JU,37,F,1592909,2018-05-18
18678F77XP,52,F,1936960,2018-12-10
19981B97JW,52,M,1565630,2018-11-27
20221L26TW,34,M,802516,2018-03-03
93967K46FJ,45,M,1965047,2017-07-01
54904W33TZ,58,F,1698285,2019-03-14
36649U14VS,52,M,675082,2018-09-04
46490N14RT,41,M,1266901,2018-11-06
20523U93RI,35,M,761343,2017-11-02
52932Y75WB,28,M,719410,2018-12-03
56780E52XT,49,F,812958,2018-11-08
71297Y48LT,59,F,787896,2018-02-24
54023B20UQ,25,F,1131878,2018-10-21
62039D49VB,58,M,380348,2019-02-01
87183X64QN,54,F,328747,2018-08-10
42921I02PY,45,M,1062241,2018-01-21
72674M69VK,61,F,1358295,2019-01-13
73645H57AG,42,F,1175895,2018-04-09
68433Z21JY,28,M,818894,2019-01-01
67095E00IF,58,F,1197648,2018-02-27
02001N06AO,40,M,1435965,2019-06-24
91433L64FU,63,F,1790156,2017-11-25
43373S14AU,57,M,1193156,2018-12-29
13650P09BG,59,F,1417397,2017-03-16
15034N00IG,32,F,723529,2018-03-22
63296C48OW,59,M,811834,2018-12-23
01230D23OR,29,F,1121074,2019-01-22
59755P70MC,58,M,709587,2018-07-09
31510T96BJ,61,M,604593,2018-01-15
57750Z96OS,41,F,1045547,2019-04-18
57833D62SG,42,F,1043776,2017-08-06
09458A17KZ,29,F,514706,2018-04-09
35925S09FT,49,F,1361330,2017-01-21
56323H14SQ,47,M,1981623,2018-05-08
57106U52GG,41,F,1176660,2016-11-06
10411D17RP,38,M,1897582,2019-01-01
99563S98IY,50,M,1294734,2017-02-21
96070J34JW,58,F,1635429,2018-05-07
76771B44QK,65,M,1669132,2018-11-20
08610V47BH,53,M,1907684,2016-12-15
26941X81YN,49,F,1214953,2018-05-03
90568H77ZK,32,F,1185832,2018-05-05
15131F81UE,29,F,746830,2018-08-22
97170P61RR,34,M,832748,2019-03-15
58579O94BO,60,F,344611,2017-10-07
80277I76RA,31,F,1067854,2018-12-03
71435X53PI,43,F,1145662,2018-07-03
66526U79IY,51,M,1594626,2018-04-24
73187K06BE,63,F,1798464,2018-07-07
72556U64LS,59,F,1409452,2018-12-16
11887N57GL,58,M,432489,2018-05-11
98295Q54DR,61,M,1799609,2019-03-14
87613K21WJ,60,M,366021,2018-11-16
84093D07MA,28,M,1119026,2019-01-28
41144P03KU,32,F,986069,2018-11-25
96207G92ON,53,M,1614125,2018-07-22
89126X02US,34,M,1322305,2018-07-23
39328G76MU,44,M,1723777,2018-05-17
23227O98ZB,61,F,1887925,2018-07-29
87033H94EE,28,F,1053163,2017-09-16
72775K20GM,52,M,1640474,2019-05-14
94560B94JK,38,M,1099073,2018-01-17
81581N92RP,49,M,847002,2017-12-20
76630P60TO,56,M,1059645,2018-09-09
91078Z61OO,25,M,1335505,2018-06-27
96119U32GZ,43,M,1552102,2018-10-08
32764R67FH,52,M,465884,2019-06-19
51972Z08FQ,58,F,456588,2018-04-17
93309R17TG,28,M,682343,2018-11-23
43817J56MW,39,F,872088,2018-05-29
56443A29AO,32,M,808534,2019-06-14
63994D77BT,28,F,991398,2018-12-20
40197M52QF,35,F,912249,2016-09-14
56838E89ON,44,F,1370281,2018-11-13
75975C64JH,50,M,1857817,2018-04-27
32142I05WZ,56,F,1311182,2018-04-30
64343N60DO,45,F,1028933,2019-04-20
88615R28DW,56,F,1077642,2018-07-31
42437P68YI,61,M,1046351,2018-07-28
63986D90NK,41,M,1649393,2018-09-04
98577L15ND,43,M,1616745,2018-03-23
57226A86SR,36,M,1363827,2016-11-10
90972J65YT,41,M,1491117,2019-06-28
63153V50IZ,46,F,986293,2018-05-07
05880X80WS,38,M,1276991,2018-12-15
64305J55AH,25,M,645644,2018-04-16
73090F23ZQ,32,M,776072,2018-06-22
15576K27JX,35,M,953417,2019-04-07
30280I76RF,35,F,964024,2016-11-18
23861A41FS,39,M,1444519,2018-07-03
01932T65AG,34,F,665385,2018-12-05
57778J58AS,43,F,1090905,2018-05-17
94146J89KD,34,M,800831,2018-10-12
69605H11KR,28,F,613900,2018-11-21
34147S42EV,56,F,911989,2018-08-03
52136H87YB,47,M,1834645,2019-01-06
75918Y99EI,27,F,750408,2019-04-02
33961R05ZE,28,F,659594,2019-02-17
00738Q40MF,27,M,1419808,2019-03-05
40616P27LQ,29,M,1117544,2018-06-08
48192M91WH,47,M,1486645,2017-05-27
17565I42HJ,46,M,1800233,2018-02-25
20177N74VX,32,F,900581,2016-12-18
19461D22ZN,51,F,529128,2016-09-18
49715H83TJ,30,F,682385,2018-08-19
27306K09GE,33,M,1385256,2018-10-08
41586T71TO,37,M,1455924,2018-09-18
60710M88HM,61,M,1734766,2018-07-19
71889Z78AB,43,M,1939928,2018-04-06
63441M46HC,32,F,648963,2018-06-08
59851L55KL,48,F,954837,2019-04-14
85726Y02PB,55,F,1791665,2017-07-25
48779G17CA,27,F,565654,2018-11-24
18955K87MA,42,F,1109437,2018-06-22
33289F94RD,32,F,571304,2018-12-02
64434G65TO,50,M,1669772,2017-02-04
68833F50YP,35,M,885665,2018-04-25
28610H81UJ,46,F,1390439,2018-05-13
40291C28HW,53,F,408132,2018-09-07
48514P23WT,37,F,1321967,2018-06-26
32148H42MS,57,F,439374,2018-06-23
04021G51GO,59,M,544898,2018-12-05
92370G50GS,63,M,1904535,2017-03-12
00877T24HB,35,F,850350,2018-12-05
86037O36SH,51,F,323676,2018-08-31
11691X17ZH,30,F,1001131,2018-04-14
29306A14TE,32,F,736517,2017-08-02
99479K53UF,61,M,811829,2018-09-13
73694O61DJ,57,M,656344,2018-07-28
83925N13LM,47,M,1104172,2018-07-08
23528E19RV,47,M,807681,2019-02-09
44002V48XV,45,M,1610245,2018-09-11
71511Q01HS,56,M,1928218,2019-06-17
66312F10DN,58,M,916107,2018-09-15
50839A04OV,63,M,1137025,2017-12-07
09980H34TA,51,M,1583750,2019-02-19
23893I87WH,38,F,1292203,2019-05-27
65649T19OG,43,M,1076783,2018-10-25
89686O41RY,32,M,1086322,2018-10-15
12335Z86OO,47,F,1498922,2019-05-23
16420C58BH,27,M,1452702,2018-09-06
97684O77OW,44,M,951216,2018-12-23
48606U16ZT,64,F,1863835,2017-11-17
36992W73AZ,39,F,1038033,2019-05-31
16604H48DC,50,F,1519846,2019-01-06
14405S24CT,38,M,1809763,2018-05-20
44024S62QX,50,F,1102890,2016-12-15
79287R79MO,55,M,1776997,2018-12-17
54818R53ST,43,F,911393,2018-11-08
21274D17ZG,50,F,1414272,2019-06-15
89915K37MH,31,M,1199195,2018-04-08
82646P47VA,51,F,1099382,2019-04-09
06857H62EX,62,M,592364,2018-06-23
43134V63WK,61,F,1092092,2018-05-19
88115M86DW,64,F,1284523,2017-04-20
47776E90SG,47,F,1139077,2018-02-05
05282H23OT,59,M,1477606,2018-03-25
95117U59HZ,49,F,1325903,2018-09-29
61937C57PK,47,F,1337633,2018-07-25
19185L44YJ,43,M,1252965,2018-08-17
80121U07PT,47,F,1423844,2017-08-09
16762S23QL,59,M,1136306,2019-01-13
77050S07LG,25,M,1221969,2017-05-25
82392I55UD,45,F,829563,2018-10-26
07645C02WY,26,F,772380,2018-11-15
62995G70LE,58,M,1050187,2016-12-07
73034N84XG,56,F,1808602,2018-06-06
70536C77NW,33,F,1197185,2018-04-04
19017P71JQ,48,F,1312938,2018-07-16
38706G22LM,40,M,1234607,2018-02-17
28300V86EP,49,F,826256,2019-06-23
57738F27DT,61,F,674493,2018-09-04
62269J48EM,44,F,975352,2016-11-28
75882U31RB,51,M,336668,2019-05-25
82129T68TQ,35,F,1126268,2016-10-06
73522X07OI,28,F,566795,2018-05-10
68361G21XG,51,M,717469,2019-04-21
79122D06AT,49,F,846195,2017-09-01
46205E38ST,60,M,1340480,2018-09-05
96581Q97LN,33,M,1000772,2018-03-08
82600V85KT,39,F,944660,2018-10-27
65997P96GW,35,M,723408,2019-04-05
44400I22CY,62,F,1779224,2018-03-11
03628Q60MF,28,M,888504,2019-03-07
63827M12MT,62,M,1562555,2019-01-21
56412S93HO,61,M,1285090,2019-05-29
22382V85UC,51,F,1862609,2018-04-18
10047U01LW,31,F,510986,2019-06-16
49542O42GJ,57,F,385820,2018-07-23
59052B28HN,49,M,1020006,2018-01-27
07071Y84RZ,26,M,1055849,2018-08-24
57864Z38IL,60,F,891299,2018-02-20
76113N68SZ,44,F,873509,2019-04-02
38390C41EN,63,M,318559,2018-03-04
11375Q09OC,28,F,931310,2018-07-18
92089G53ZZ,37,F,1317804,2019-02-12
67551G13CJ,49,F,1112497,2019-05-29
55585D17HH,46,F,906206,2018-11-27
21473M72RD,32,M,724007,2017-12-01
86651U55IT,59,F,1461504,2018-10-30
09604B43FI,41,M,1353506,2017-07-13
54254Z99LI,35,F,745733,2018-09-22
79962W71HQ,49,M,1567644,2018-01-07
54144E10FM,46,F,877173,2018-02-17
12765K85DX,50,M,1870282,2018-04-24
53011K47SL,50,F,1514867,2017-07-21
21649P57ZR,28,M,671570,2018-08-02
07028F90CE,38,M,1524755,2019-06-09
70643L37FA,43,F,929167,2019-01-12
84520F96CH,58,M,1916400,2018-03-24
26829V12AB,59,F,522457,2019-03-04
73684R18ZM,38,M,1384574,2017-02-11
65471R17BU,52,M,1534583,2018-03-03
86336R18DX,40,M,1097619,2018-04-22
67611T00DS,31,M,915792,2019-05-05
57912Q50WP,39,F,1164415,2019-01-10
29294V98GJ,27,F,503029,2019-02-22
80131K78SJ,54,M,1712077,2017-12-07
74191R24GP,45,F,1488644,2018-08-12
42738I97EL,64,F,801386,2018-03-29
64016P29KD,43,F,1390050,2018-10-31
67501G18CC,33,M,1321654,2018-08-10
86996V09FU,58,F,1444330,2017-08-25
02242L84VH,65,M,1807610,2017-04-14
57709E38VV,63,M,1101426,2019-02-06
75166G32TU,54,F,1511429,2018-09-01
36756N20IW,36,F,967958,2018-07-13
83488E87FE,27,M,806740,2018-04-30
05508C27YH,62,M,1564604,2016-12-20
35004T43NR,43,F,930117,2018-04-15
22074G07AM,48,F,1484982,2018-07-16
88200I43OV,54,F,1989609,2018-06-26
28462U73KV,26,F,670914,2018-08-05
80826W66VM,33,M,1162686,2017-11-03
09103W07LP,38,F,1576385,2017-10-21
46647Q32VD,38,F,1047777,2017-09-02
11435E64AO,41,M,1490149,2017-09-15
36669A54FV,27,F,880460,2018-12-23
75446N86WW,51,M,1052617,2019-02-01
09015O58XN,62,M,606945,2016-10-03
17526H35GN,53,F,1107281,2018-05-28
94041I27MT,30,F,1056938,2019-03-29
65746P86OL,35,F,1132504,2018-04-25
79311B89CI,46,M,1642676,2019-03-21
59871R95VP,62,M,947621,2018-01-31
90635N04UR,43,M,1755791,2018-06-29
90571M38QC,62,M,1639251,2018-02-28
63773E90PD,39,M,1882258,2018-05-01
82691R80JV,55,F,719202,2018-06-15
69734L25XA,62,M,1620724,2018-06-30
52870Q43DB,51,M,372350,2018-12-05
86656E64KZ,65,M,1765555,2018-07-29
42326C99WC,49,M,1508944,2018-09-09
68096F70DO,39,M,1455490,2018-09-19
06594L11OU,61,F,929016,2017-05-08
42031N76IZ,46,F,1389276,2018-09-21
73553C12JZ,63,M,643314,2019-03-15
29236S52FA,42,F,1344911,2017-07-15
98893U00WN,35,M,1189327,2018-08-19
30144F62HV,61,M,1762990,2019-01-21
02282X81VZ,38,M,842481,2019-01-01
06340X22VJ,39,F,1321129,2018-10-21
03228O07YG,42,F,1041338,2019-01-03
93811M10ZL,62,F,977511,2018-03-25
15311Y78ZT,30,F,668651,2019-05-10
93718E66CK,61,F,1883771,2018-06-21
35404Q27BC,50,F,1244415,2019-06-26
61814J01XN,59,F,1535388,2018-07-26
04049T44PP,37,M,1060126,2018-07-09
06605R29MX,47,F,1592527,2019-05-02
96699L56GE,45,M,1647017,2019-03-15
92457G69TH,51,M,1481551,2019-05-05
22870U47OD,26,M,1108069,2018-10-20
46644E48DT,58,F,1743451,2018-03-05
86488C12CI,43,M,1791284,2018-11-13
90402C31VJ,63,F,895993,2018-04-03
45699U75BR,46,M,1778619,2019-05-06
32024S13ZE,63,M,931962,2018-08-15
37189W80KT,39,F,1010623,2019-02-11
37765H69AZ,30,F,709594,2019-04-22
44909H38VY,55,F,1445126,2019-03-07
28248G40TC,42,F,900727,2019-06-25
62985X13FD,63,M,426768,2018-10-23
88212O98JV,64,F,434759,2017-09-22
29257Z47CT,52,M,503207,2018-09-22
00459K16JO,26,M,950622,2018-07-23
36577M79PE,53,M,1627697,2018-11-13
36491U19HH,47,F,842085,2018-09-14
04538L59IX,56,M,1377776,2017-07-13
55405P22TA,53,M,1793387,2018-10-06
44566R86HB,35,M,859396,2019-02-24
14945S64FB,27,F,514736,2018-05-04
72499U17SV,42,F,1311809,2017-10-18
03740B72BK,47,F,1375226,2018-07-30
90775D74HE,54,F,1087828,2018-08-07
53853U25CU,27,F,931748,2018-03-18
10242A62KF,59,F,373730,2019-04-09
74611N58LZ,64,F,357322,2019-05-18
34762D35MV,42,F,841893,2019-02-20
30180C10ZZ,43,M,1289601,2017-04-06
74720Z80QH,34,M,1091410,2018-05-06
23943W11LY,48,M,1903875,2018-08-12
30398B70DQ,28,F,651914,2018-11-25
80147E86FW,28,F,1001958,2018-07-10
96240F16FD,56,M,952222,2018-09-11
54563I46YY,61,M,1698945,2018-08-28
37528Q24ND,35,F,507713,2018-05-16
98843I67WA,62,F,462852,2018-07-09
16654V08JB,42,F,1482889,2018-05-15
82238X48VJ,44,F,1396328,2018-11-15
44022P43FO,56,F,1942320,2018-10-31
15746V47GA,37,F,1328056,2018-02-25
20259D19PC,42,F,1252606,2018-09-13
66959B04GB,41,F,1370265,2018-09-14
01579K76NI,63,M,1061465,2018-07-28
47677F92AH,40,F,816193,2018-07-05
40466M05IE,39,F,1576857,2016-10-08
47752K29OG,29,M,1011623,2019-03-02
26130Y20JZ,34,M,1433021,2018-05-27
25917L30YY,57,F,1887774,2018-09-05
64979C29XA,51,F,1029163,2018-03-15
25149M54JK,30,M,601089,2019-03-04
87795E88VM,31,M,758137,2019-04-07
73965V30GV,56,F,691539,2017-01-31
19258P34KK,49,F,1096910,2018-11-06
77356B63PA,28,M,700065,2017-06-06
03602J91GA,58,M,974384,2018-05-16
15530S20LY,62,F,1929873,2018-02-05
21185J00NS,57,M,435428,2018-07-06
28096F85PW,41,M,1308160,2018-08-30
34967E46VY,53,M,1425575,2016-10-10
60830D25EJ,47,F,1324118,2018-07-30
76057S95UV,63,M,636337,2018-03-05
96372S63TG,62,F,324599,2018-12-20
12268I23KR,28,F,1142906,2019-03-23
13992V21GX,51,M,1322695,2018-05-02
02870N61VI,51,F,1355544,2019-05-13
04700S87IP,25,M,683616,2017-09-25
26165B60YH,36,M,1846733,2019-01-30
50703Q69UT,62,F,1044162,2018-03-30
23268G53BH,38,M,1151712,2018-03-06
18116L88NC,35,M,1086153,2019-06-07
61751Y95UV,51,F,842228,2018-03-28
91786L80TS,44,M,1225268,2017-07-02
84611T21VG,50,M,1104392,2018-06-09
79081D46SC,26,M,1160824,2019-04-10
34258E61HU,65,F,895778,2019-05-15
02598C07LH,34,M,953907,2018-12-07
10776G42XG,44,M,828312,2018-06-26
87878R84MN,45,F,1518898,2019-05-20
35493W32XW,40,M,1232594,2019-03-11
40528F25PR,27,M,743595,2019-06-23
89520X85VI,33,M,1116556,2019-03-28
03413K35TA,47,M,1984620,2019-02-13
36370J80RC,42,F,1398747,2018-10-11
61968G16UD,57,F,890390,2018-12-01
69749L18TJ,36,F,1052365,2018-03-15
01785T40TK,33,F,1073361,2019-02-07
11534B59JY,25,F,1090230,2018-09-08
79347U99OX,27,F,754087,2018-03-12
64756C54GX,59,M,1157986,2018-03-02
39746H27ZK,62,M,1278840,2018-12-26
94485R10SA,48,F,883438,2018-09-29
78588B36UX,42,M,839522,2018-09-20
75631U56QD,31,M,908825,2017-05-14
29691X28SS,60,M,1176155,2018-03-21
01012E25UO,47,M,1697750,2018-09-03
81620B60BM,31,F,1012088,2018-08-23
41438J25FX,34,M,687028,2019-05-11
60465J31UQ,57,M,879234,2018-04-06
41060Q09WS,38,M,805197,2017-09-22
04205D57TZ,54,M,1155405,2018-06-25
72575M60JD,39,F,1420664,2017-04-25
02634Y15WE,44,F,1554498,2017-05-23
05371M43VJ,28,M,1474094,2018-03-07
89338A37OZ,50,F,1385826,2018-12-30
82069H45ZL,52,F,1773715,2018-09-14
28864H84UO,56,F,1559721,2018-07-26
17901Q93TZ,58,M,1938214,2019-05-15
49053H23RD,36,M,1260865,2019-01-17
53309O47QL,26,F,927810,2018-11-29
96176F25CF,36,M,1561975,2017-06-20
13166V51EB,28,F,1127978,2018-03-09
20433H36EO,65,F,975286,2018-08-01
08326P73VA,49,M,1149352,2018-12-14
82831O44UB,60,F,1968506,2018-01-19
04912C62ZW,40,F,917587,2017-10-15
82099X92JX,38,F,1427270,2018-08-03
08307J44YK,41,M,1443998,2018-10-30
27574G33SB,56,F,846083,2017-11-02
06101G33PH,38,M,1738723,2018-09-08
75881Q70GY,34,M,1205237,2018-05-13
63358F09GV,47,F,1409767,2016-10-08
49619Z76VI,32,F,552561,2018-02-01
56726Y34RL,32,M,1140449,2018-07-17
88785Y12KA,57,M,704753,2018-01-22
43487Z22WU,56,F,1138923,2019-02-28
27681U03VH,41,F,1542792,2019-04-27
03381D56UG,38,M,1615800,2017-06-05
75815N13OC,50,F,1359037,2018-02-17
35775H51TO,44,M,1788640,2018-10-17
96300U15XA,32,F,836293,2017-08-27
88716P46DI,38,M,1884107,2018-03-09
86992R92AW,60,M,565523,2018-05-19
86787L90GI,27,M,1189456,2018-06-19
74814D96BE,33,M,890791,2018-04-02
38780J87RP,39,M,871931,2018-04-15
21908U47KJ,26,F,1169098,2018-12-11
90873C98SU,52,F,790365,2018-05-15
60468Y95NN,26,M,924335,2018-04-05
07220M94AR,37,M,1456885,2018-03-01
08089S29MR,60,F,1048654,2018-06-29
66858R75OF,53,M,407043,2018-11-05
06091S57ZX,47,F,1061221,2018-06-30
46365H20NJ,31,M,748601,2018-03-04
76679Z44BP,28,F,921166,2018-01-06
72079A32ZH,43,M,1853186,2017-11-02
83598W46OV,42,F,1180505,2017-09-07
