ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT,Predicted_Purchase,Purchase_Probability,Purchase_Probability_Percent,Potential_Customer
80571W15EY,61,M,730235,25,1,Segment 1,1,0.5459056823912801,54.59,Yes
40263W59TU,57,M,708177,146,0,Segment 1,1,0.5458665600221703,54.59,Yes
08782U21NN,36,M,465879,215,1,Segement 2,1,0.5456484892661863,54.56,Yes
65974H43PT,61,M,603296,278,1,Segement 2,1,0.5456201177048341,54.56,Yes
42384A90LT,62,M,608791,216,1,Segement 2,1,0.5456179536780543,54.56,Yes
75143A43CJ,59,M,592244,342,0,Segement 2,1,0.5455864647344233,54.56,Yes
74484V04NN,41,M,493203,340,0,Segement 2,1,0.5455451665919475,54.55,Yes
12583M49WL,42,M,498635,323,0,Segement 2,1,0.5455044077299389,54.55,Yes
89440I09SG,43,F,579219,354,1,Segement 2,1,0.5454714440260507,54.55,Yes
27103K51TV,50,M,669035,115,1,Segment 1,1,0.5454669891063132,54.55,Yes
16248D54HZ,49,F,612125,334,1,Segement 2,1,0.5454192505187121,54.54,Yes
58209U34IX,25,F,480096,267,1,Segement 2,1,0.5453799074834,54.54,Yes
30791O92SL,48,F,606560,257,0,Segement 2,1,0.5453785296735002,54.54,Yes
66608B00HK,27,F,490992,209,0,Segement 2,1,0.5453179894567672,54.53,Yes
51516U39UF,41,F,567944,354,0,Segement 2,1,0.5453011682412449,54.53,Yes
60120S63GW,28,F,496461,307,1,Segement 2,1,0.5452998959279933,54.53,Yes
20400A75QY,36,M,465254,207,1,Segement 2,1,0.5452655952405586,54.53,Yes
82169P52GT,42,M,498112,281,1,Segement 2,1,0.5451839887629664,54.52,Yes
98703Q99SQ,50,M,668376,29,1,Segment 1,1,0.5450632372947517,54.51,Yes
70755D69KO,64,M,618868,228,0,Segement 2,1,0.5450542688464076,54.51,Yes
29058A93TC,55,M,695779,3,0,Segment 1,1,0.5450082986769361,54.5,Yes
17775X66KB,40,F,561840,268,1,Segement 2,1,0.5449301942012573,54.49,Yes
86330E20JP,46,F,594792,357,0,Segement 2,1,0.5449061772028848,54.49,Yes
70764N50TQ,64,M,618566,201,0,Segement 2,1,0.5448692210269059,54.49,Yes
23995R06FE,45,F,589189,345,0,Segement 2,1,0.5448421636764293,54.48,Yes
73794L57ZQ,26,F,484667,276,0,Segement 2,1,0.5448115978545208,54.48,Yes
28804L81CS,60,M,596477,353,1,Segement 2,1,0.5448110878699122,54.48,Yes
81080A18UQ,42,M,497433,271,0,Segement 2,1,0.5447679397053171,54.48,Yes
07165Z06YI,63,M,612831,318,0,Segement 2,1,0.5447243190506552,54.47,Yes
12093K80AC,62,M,607312,243,1,Segement 2,1,0.5447117767046955,54.47,Yes
94832J45RS,36,F,539336,357,0,Segement 2,1,0.5446177548165586,54.46,Yes
11055H78IY,59,M,717060,21,1,Segment 1,1,0.5445713072761885,54.46,Yes
15762U05WC,43,F,704219,38,1,Segment 1,1,0.5445690067980822,54.46,Yes
66307P00RD,37,M,469577,353,0,Segement 2,1,0.5445452835199657,54.45,Yes
62733E71PG,41,M,491552,208,0,Segement 2,1,0.5445335598416949,54.45,Yes
98498H27KU,40,M,486049,285,1,Segement 2,1,0.5445308220347572,54.45,Yes
80156E56RD,36,M,463976,276,1,Segement 2,1,0.5444824873605736,54.45,Yes
28560H41JB,50,F,615981,243,0,Segement 2,1,0.5444127869315879,54.44,Yes
01485W03JJ,50,M,667221,8,1,Segment 1,1,0.5443554568182265,54.44,Yes
68085P65VO,48,F,604888,338,0,Segement 2,1,0.5443539914389235,54.44,Yes
43225U68TH,56,M,573711,274,0,Segement 2,1,0.5443380654472425,54.43,Yes
82107C40FE,39,F,555360,226,1,Segement 2,1,0.5443287366135549,54.43,Yes
31014M67MP,56,M,700160,84,1,Segment 1,1,0.54432346739728,54.43,Yes
54177W03CZ,47,M,524091,318,1,Segement 2,1,0.5442564245564289,54.43,Yes
44465I91FK,36,M,463563,294,1,Segement 2,1,0.5442293700595302,54.42,Yes
57081W53TU,39,M,480055,282,0,Segement 2,1,0.5442271650264796,54.42,Yes
61834J75NB,37,M,595496,18,1,Segment 1,1,0.5442058643380131,54.42,Yes
57537S40BQ,27,F,489136,228,0,Segement 2,1,0.5441806550318121,54.42,Yes
28855F40DN,41,F,566107,284,0,Segement 2,1,0.5441754723079898,54.42,Yes
54191U25RE,36,F,538568,259,0,Segement 2,1,0.5441470714396903,54.41,Yes
22784C08GP,39,M,479868,272,1,Segement 2,1,0.5441125498217299,54.41,Yes
66421F82HT,45,F,714456,181,0,Segment 1,1,0.5441031787410527,54.41,Yes
59991Y53OK,56,M,573307,210,0,Segement 2,1,0.5440904514934003,54.41,Yes
43261E84HL,36,M,463326,203,1,Segement 2,1,0.5440841083999678,54.41,Yes
79798U75TZ,40,M,485214,263,0,Segement 2,1,0.5440190567841268,54.4,Yes
66907W49KM,52,M,677544,76,0,Segment 1,1,0.5439423087694683,54.39,Yes
37632R37IB,38,M,474086,215,1,Segement 2,1,0.5439387993203243,54.39,Yes
76779I84IG,46,M,644424,122,1,Segment 1,1,0.5438633549296703,54.39,Yes
61783Q30AV,37,M,594931,41,1,Segment 1,1,0.54385955018602,54.39,Yes
55382U75SY,62,M,605883,321,0,Segement 2,1,0.5438359531171095,54.38,Yes
54349Z92VS,58,M,583843,357,1,Segement 2,1,0.5438078353649357,54.38,Yes
88608U10BI,38,F,548989,311,1,Segement 2,1,0.5437939671804921,54.38,Yes
72267P32MM,57,M,578291,259,1,Segement 2,1,0.5437750599444456,54.38,Yes
67316M55OU,26,F,482947,251,1,Segement 2,1,0.5437574266408347,54.38,Yes
70809R55PX,42,M,495772,270,1,Segement 2,1,0.5437499196925881,54.37,Yes
44899U96YV,60,M,721139,59,0,Segment 1,1,0.5437012435408265,54.37,Yes
45721R23AZ,39,F,554245,254,0,Segement 2,1,0.5436452914920239,54.36,Yes
20795R77CK,41,M,490052,276,1,Segement 2,1,0.5436141554081739,54.36,Yes
56961W42OR,49,F,609179,251,0,Segement 2,1,0.5436138272015707,54.36,Yes
35988G68HE,54,M,687891,14,1,Segment 1,1,0.543543813507554,54.35,Yes
36534G65FB,65,M,621833,246,0,Segement 2,1,0.543501488486451,54.35,Yes
63994E19OA,36,M,462317,215,0,Segement 2,1,0.5434655900954656,54.35,Yes
47756F24ZD,47,F,597901,315,1,Segement 2,1,0.5434415987619419,54.34,Yes
24012X31OK,47,M,522757,293,0,Segement 2,1,0.5434387019143683,54.34,Yes
94347L62DS,44,F,581373,229,1,Segement 2,1,0.5434217337040979,54.34,Yes
60574R13DR,47,F,724309,128,0,Segment 1,1,0.5434018598414126,54.34,Yes
75848C34MO,25,F,476859,222,1,Segement 2,1,0.5433960571026936,54.34,Yes
78687W30MA,39,M,478489,300,1,Segement 2,1,0.5432671958105005,54.33,Yes
79441C57CW,38,M,472951,208,1,Segement 2,1,0.5432429978059091,54.32,Yes
82534R40TT,65,M,621383,323,0,Segement 2,1,0.5432255980233764,54.32,Yes
54310I02BT,25,F,476523,355,1,Segement 2,1,0.5431900538165794,54.32,Yes
80043A47WX,45,M,637811,121,0,Segment 1,1,0.5431801241230063,54.32,Yes
08723T95PN,62,M,731263,39,0,Segment 1,1,0.5431659892746946,54.32,Yes
72816E96OC,58,M,709264,122,0,Segment 1,1,0.5431630034732616,54.32,Yes
25427P38WM,41,F,564437,326,0,Segement 2,1,0.5431517202432624,54.32,Yes
47531D67VV,49,M,533205,343,1,Segement 2,1,0.543102064676259,54.31,Yes
06320L61BX,52,M,549666,242,0,Segement 2,1,0.5430808511709558,54.31,Yes
85014K16GV,47,M,522168,215,1,Segement 2,1,0.5430775786715364,54.31,Yes
14014Z99WK,38,M,472661,277,1,Segement 2,1,0.5430651887418438,54.31,Yes
98641K85NP,25,F,476216,294,0,Segement 2,1,0.5430018176576942,54.3,Yes
51869F98GJ,56,M,571473,360,1,Segement 2,1,0.5429661099147296,54.3,Yes
99875V19JV,25,F,476088,354,1,Segement 2,1,0.5429233311985218,54.29,Yes
50288A60XX,40,F,558499,265,1,Segement 2,1,0.5428822546807205,54.29,Yes
94053Y52XF,64,M,615317,346,1,Segement 2,1,0.542877651669159,54.29,Yes
32157X98EA,49,M,532792,259,0,Segement 2,1,0.5428488243441156,54.28,Yes
79715R97EV,54,M,560253,234,1,Segement 2,1,0.5428294086549804,54.28,Yes
37534F41AL,46,F,591357,317,1,Segement 2,1,0.5428005791228692,54.28,Yes
69132M51ZE,25,F,475880,344,0,Segement 2,1,0.5427957861589059,54.28,Yes
44757A23YL,38,M,472201,312,0,Segement 2,1,0.5427831242859242,54.28,Yes
62786N39VI,29,F,497848,343,1,Segement 2,1,0.542779762762436,54.28,Yes
31069E93UN,61,M,725097,19,1,Segment 1,1,0.5427567144698592,54.28,Yes
18480D70GB,53,M,554562,326,1,Segement 2,1,0.5427113845098755,54.27,Yes
58947D30ZP,52,M,549015,337,1,Segement 2,1,0.542681662737256,54.27,Yes
81645V67TD,27,F,486632,245,1,Segement 2,1,0.542645505685769,54.26,Yes
37348U48VE,28,F,492115,345,0,Segement 2,1,0.5426359804420626,54.26,Yes
25485A71LT,39,F,552597,207,1,Segement 2,1,0.542634840917075,54.26,Yes
10891Z81XP,48,F,602051,266,1,Segement 2,1,0.5426147306720034,54.26,Yes
95289S04PY,38,M,471848,237,1,Segement 2,1,0.5425666518615523,54.26,Yes
71047R30FQ,50,M,537816,350,0,Segement 2,1,0.5425578265877151,54.26,Yes
68448Q69HQ,43,M,499319,235,1,Segement 2,1,0.5425533669129381,54.26,Yes
47451R32RV,39,F,678901,47,0,Segment 1,1,0.5425313118537367,54.25,Yes
72525W82MP,25,F,475371,352,0,Segement 2,1,0.5424836450985188,54.25,Yes
00332G98OD,52,M,548641,263,0,Segement 2,1,0.5424523038502312,54.25,Yes
73842Y77WJ,27,F,486261,304,1,Segement 2,1,0.5424179838268263,54.24,Yes
62115P26XN,37,M,466087,211,0,Segement 2,1,0.5424056868694433,54.24,Yes
61906Y94LT,36,M,460582,211,1,Segement 2,1,0.5424017204331675,54.24,Yes
54397J92YC,50,M,664024,122,1,Segment 1,1,0.5423954190549599,54.24,Yes
38406E34VP,63,M,608966,214,0,Segement 2,1,0.5423548771754981,54.24,Yes
93379Y12ZU,56,M,570436,318,1,Segement 2,1,0.5423301780724151,54.23,Yes
03848N36NQ,41,M,487951,216,0,Segement 2,1,0.5423258778186163,54.23,Yes
96603X05TM,26,F,480587,205,0,Segement 2,1,0.5423103693622314,54.23,Yes
16037T41DI,36,M,460397,205,1,Segement 2,1,0.5422882588894439,54.23,Yes
56959H11SP,43,M,498782,220,1,Segement 2,1,0.5422240267083173,54.22,Yes
62261N43IZ,47,F,595829,202,0,Segement 2,1,0.542171031293946,54.22,Yes
50946L49EH,53,M,553648,352,0,Segement 2,1,0.5421508397008563,54.22,Yes
64222G56IX,43,M,498658,349,0,Segement 2,1,0.5421479726907047,54.21,Yes
23128R41SQ,28,F,491277,221,1,Segement 2,1,0.5421220363269265,54.21,Yes
01657B64YR,64,M,614061,224,0,Segement 2,1,0.5421073787801753,54.21,Yes
34061B38FJ,37,M,465415,280,1,Segement 2,1,0.541993525090964,54.2,Yes
60918A02CO,41,M,487400,299,0,Segement 2,1,0.5419879247825465,54.2,Yes
88035R79BP,46,M,514808,290,1,Segement 2,1,0.5419359938457441,54.19,Yes
68891W41TJ,47,M,520299,352,1,Segement 2,1,0.5419313734373246,54.19,Yes
07731G84OB,44,M,503619,222,0,Segement 2,1,0.5418182604164173,54.18,Yes
43127Y37TI,50,F,611613,247,1,Segement 2,1,0.5417345463109824,54.17,Yes
62813G02ZD,37,M,464976,206,1,Segement 2,1,0.5417242395188674,54.17,Yes
52976Z19AL,46,M,514379,360,0,Segement 2,1,0.5416728375106213,54.17,Yes
78453U51ZS,48,F,600269,302,0,Segement 2,1,0.5415217175933503,54.15,Yes
96035F84US,51,M,668039,18,0,Segment 1,1,0.5414854354240186,54.15,Yes
80465A77LY,59,M,585554,272,1,Segement 2,1,0.5414851644227157,54.15,Yes
27016G52NP,38,F,545216,289,0,Segement 2,1,0.5414802006846039,54.15,Yes
59122U88AV,42,M,492033,322,0,Segement 2,1,0.541456976899483,54.15,Yes
64787E04TX,52,M,547015,349,1,Segement 2,1,0.5414549366613907,54.15,Yes
33582R17NC,55,M,689976,195,0,Segment 1,1,0.541450386741558,54.15,Yes
12893A27HF,36,F,534080,347,1,Segement 2,1,0.5413949650426495,54.14,Yes
30970K23NR,40,F,556072,213,1,Segement 2,1,0.5413936581287415,54.14,Yes
77216F84XQ,60,M,590879,355,1,Segement 2,1,0.5413787031235238,54.14,Yes
70740M55AG,36,M,458863,331,0,Segement 2,1,0.541347280128278,54.13,Yes
42186R38MY,60,M,590780,333,1,Segement 2,1,0.5413179654599138,54.13,Yes
89606O18PO,46,F,588893,221,1,Segement 2,1,0.541289241025834,54.13,Yes
34123C77CI,40,M,607120,34,0,Segment 1,1,0.5412184711369994,54.12,Yes
14367H89WU,58,M,579559,217,1,Segement 2,1,0.5411805742554099,54.12,Yes
52620X35JJ,59,M,711519,141,0,Segment 1,1,0.5411736096890901,54.12,Yes
01942N92LG,38,F,544672,342,1,Segement 2,1,0.5411464464128624,54.11,Yes
94073C74HI,57,M,574001,355,0,Segement 2,1,0.541144088028509,54.11,Yes
96415C05UL,43,F,572117,337,1,Segement 2,1,0.5411172026133586,54.11,Yes
07739Z42JZ,44,M,502408,248,0,Segement 2,1,0.5410753222158996,54.11,Yes
28639Z89SF,52,M,546396,345,1,Segement 2,1,0.541075162380563,54.11,Yes
39461M25LD,52,M,546326,278,1,Segement 2,1,0.5410322123582489,54.1,Yes
42505R69GB,52,M,672719,102,1,Segment 1,1,0.5409832370782868,54.1,Yes
23325S67YX,63,M,606653,304,0,Segement 2,1,0.5409359663918835,54.09,Yes
55590Z12MS,57,M,573600,304,0,Segement 2,1,0.5408980431098764,54.09,Yes
27073C23WB,37,F,538611,221,1,Segement 2,1,0.5408013232006725,54.08,Yes
12293T57HQ,38,M,468949,245,1,Segement 2,1,0.5407882789724251,54.08,Yes
06287V04UX,36,M,457925,266,0,Segement 2,1,0.5407717510038251,54.08,Yes
54823A32VE,37,M,463348,246,1,Segement 2,1,0.5407254016991201,54.07,Yes
96161K43DN,36,F,659432,144,0,Segment 1,1,0.5407072618439837,54.07,Yes
93913C70BZ,48,M,523787,254,1,Segement 2,1,0.5406978748811929,54.07,Yes
69985L93XX,38,M,468738,303,1,Segement 2,1,0.5406588012581942,54.07,Yes
50997B22EW,38,F,670243,166,1,Segment 1,1,0.5405930823826927,54.06,Yes
63456E43YA,61,M,721491,3,0,Segment 1,1,0.5405446184051425,54.05,Yes
63775P36YR,27,F,483189,244,0,Segement 2,1,0.5405333580822944,54.05,Yes
66688P68AQ,51,M,666463,180,1,Segment 1,1,0.540518430123507,54.05,Yes
68323T08KU,51,M,666435,72,1,Segment 1,1,0.5405012470455836,54.05,Yes
83950S16BM,42,M,616893,4,1,Segment 1,1,0.5404673672964926,54.05,Yes
91331Y63NS,52,M,671849,73,0,Segment 1,1,0.5404493704039497,54.04,Yes
62473G43TA,46,M,512184,224,1,Segement 2,1,0.5403260242204246,54.03,Yes
70514X05KE,62,M,726417,52,0,Segment 1,1,0.5401932497393713,54.02,Yes
32954G79LN,44,M,627397,95,1,Segment 1,1,0.5401647633505502,54.02,Yes
53849U55SA,25,F,471581,356,0,Segement 2,1,0.5401584187475679,54.02,Yes
14645H87IS,42,F,565011,305,1,Segement 2,1,0.5401307669346295,54.01,Yes
54606V69UR,28,F,488011,213,1,Segement 2,1,0.5401181578125374,54.01,Yes
17980I84GB,47,F,718693,192,0,Segment 1,1,0.5399567732823857,54.0,Yes
66018N59GJ,50,F,608712,318,1,Segement 2,1,0.539954453808266,54.0,Yes
56691H29GK,36,M,456571,288,1,Segement 2,1,0.5399407850988504,53.99,Yes
40073B03NJ,57,M,698423,170,1,Segment 1,1,0.5398855415237911,53.99,Yes
83552Y18IU,36,F,531589,331,0,Segement 2,1,0.5398663463587379,53.99,Yes
51864Z36WV,48,F,597517,305,1,Segement 2,1,0.5398329606380404,53.98,Yes
40632I29LD,60,M,714828,157,1,Segment 1,1,0.5398299316797616,53.98,Yes
71996E95TH,51,M,665266,56,0,Segment 1,1,0.5397837680932827,53.98,Yes
80771C63GW,46,M,511267,349,1,Segement 2,1,0.5397631935637568,53.98,Yes
37762O71EY,41,M,610200,74,0,Segment 1,1,0.5397342477208952,53.97,Yes
16210R58HQ,25,F,470869,218,0,Segement 2,1,0.5397213969860272,53.97,Yes
41311W69IK,36,M,455973,270,1,Segement 2,1,0.5395737144053354,53.96,Yes
03977L34XP,64,M,736316,162,0,Segment 1,1,0.5395192452331009,53.95,Yes
06841X75BD,42,M,615168,22,0,Segment 1,1,0.5394085712749431,53.94,Yes
87052R04XC,40,M,604077,48,0,Segment 1,1,0.5393509042384818,53.94,Yes
64426Z45TL,50,M,532355,273,0,Segement 2,1,0.5392069348375288,53.92,Yes
73809F89KF,49,M,526829,207,1,Segement 2,1,0.5391900714892863,53.92,Yes
33876E91EX,42,F,689904,7,0,Segment 1,1,0.5391609915993687,53.92,Yes
19117E41YU,39,M,471743,251,0,Segement 2,1,0.5391282627355285,53.91,Yes
79206E05YA,62,M,598111,342,0,Segement 2,1,0.5390679419080299,53.91,Yes
67656X31WS,38,M,466140,340,1,Segement 2,1,0.5390641239682539,53.91,Yes
62104Q18AV,27,F,480760,327,0,Segement 2,1,0.539042379265668,53.9,Yes
37940I96BS,60,M,587070,344,0,Segement 2,1,0.5390409673237412,53.9,Yes
37986X98VP,30,F,497251,254,1,Segement 2,1,0.5390395564226985,53.9,Yes
74753G22QU,40,M,476988,293,0,Segement 2,1,0.5389726017910009,53.9,Yes
48143N98XI,41,F,557619,223,0,Segement 2,1,0.5389684221340804,53.9,Yes
85026E30YN,64,M,608909,305,0,Segement 2,1,0.5389457205663631,53.89,Yes
55703I74WW,39,F,546544,288,1,Segement 2,1,0.5389205710038287,53.89,Yes
83877F98MR,39,M,471393,292,1,Segement 2,1,0.5389133718491514,53.89,Yes
07814W24GO,40,M,476881,221,0,Segement 2,1,0.5389069049053239,53.89,Yes
58047X51XB,28,F,485992,319,1,Segement 2,1,0.5388787321164054,53.89,Yes
80577T06AC,61,M,718748,42,1,Segment 1,1,0.5388608532982506,53.89,Yes
02014M87YW,64,M,735239,145,0,Segment 1,1,0.5388580302946309,53.89,Yes
66741S04AU,53,M,548242,277,1,Segement 2,1,0.5388332716324398,53.88,Yes
32769J18VH,52,M,542707,266,1,Segement 2,1,0.5388108801811243,53.88,Yes
98628X46IM,28,F,485843,247,1,Segement 2,1,0.538787244611182,53.88,Yes
57297P16NK,61,M,592139,270,0,Segement 2,1,0.5387772362768158,53.88,Yes
70164T85XM,55,M,559122,357,0,Segement 2,1,0.5387613916620514,53.88,Yes
72101E58TS,43,M,493108,290,1,Segement 2,1,0.538741982772068,53.87,Yes
33045M58YI,44,M,624893,155,1,Segment 1,1,0.5386275558869751,53.86,Yes
66522F23MM,63,M,602817,254,0,Segement 2,1,0.5385813176752596,53.86,Yes
71819B51MB,39,M,470824,277,0,Segement 2,1,0.538563989829172,53.86,Yes
86192F50TR,55,M,685252,82,0,Segment 1,1,0.5385508858743596,53.86,Yes
92196D84YC,59,M,580743,279,1,Segement 2,1,0.5385322726239749,53.85,Yes
70778J83DG,37,M,459758,206,0,Segement 2,1,0.5385216592954059,53.85,Yes
92532R94KZ,52,M,542219,317,1,Segement 2,1,0.5385112271933857,53.85,Yes
22107P80LP,57,M,696101,32,0,Segment 1,1,0.5384599631231176,53.85,Yes
80454Q05FK,57,M,569622,360,1,Segement 2,1,0.5384561673367356,53.85,Yes
06549Z84TD,44,M,498048,242,1,Segement 2,1,0.538399010108389,53.84,Yes
73666T52VS,60,M,585984,290,0,Segement 2,1,0.5383741263513478,53.84,Yes
81885J31FG,39,M,596867,54,1,Segment 1,1,0.5383000438702439,53.83,Yes
11381D61ZM,29,F,490541,251,1,Segement 2,1,0.5382956649500694,53.83,Yes
09997C69MY,60,M,585828,330,1,Segement 2,1,0.538278325703125,53.83,Yes
77857Y74OS,36,M,580149,35,0,Segment 1,1,0.5381634611418783,53.82,Yes
39907M00BA,65,M,613114,296,0,Segement 2,1,0.53815140832841,53.82,Yes
30979L67NC,27,F,479272,299,1,Segement 2,1,0.5381286620513187,53.81,Yes
81194J91HY,36,M,453565,216,0,Segement 2,1,0.5380951798594322,53.81,Yes
49052R04XA,43,M,618491,34,1,Segment 1,1,0.5380727346142146,53.81,Yes
27777Y58CZ,44,M,497502,270,0,Segement 2,1,0.5380636980524907,53.81,Yes
03737X91EQ,36,M,453364,204,1,Segement 2,1,0.5379717333058718,53.8,Yes
84833L33SG,38,M,464237,338,0,Segement 2,1,0.5378955349005763,53.79,Yes
43871N73YK,44,M,497206,293,0,Segement 2,1,0.5378819027420942,53.79,Yes
88642S20HR,36,F,528328,247,0,Segement 2,1,0.537864082343077,53.79,Yes
38490H57BV,37,F,533744,207,1,Segement 2,1,0.5378133909696649,53.78,Yes
14084M04FN,42,M,486094,201,1,Segement 2,1,0.5378113100876531,53.78,Yes
75162I27VR,62,M,722489,199,1,Segment 1,1,0.5377815394959378,53.78,Yes
35163R76CE,60,M,711487,176,0,Segment 1,1,0.5377785084494017,53.78,Yes
82340P95JK,36,M,453013,304,0,Segement 2,1,0.5377561513024811,53.78,Yes
58741S08ED,52,M,540924,344,0,Segement 2,1,0.5377159071460301,53.77,Yes
14041P07WO,30,F,494992,324,0,Segement 2,1,0.5376522986873588,53.77,Yes
55716Q59XG,65,M,612270,308,1,Segement 2,1,0.5376330333174612,53.76,Yes
04246C62QU,62,M,722247,62,0,Segment 1,1,0.5376328975269447,53.76,Yes
27982D11YM,36,M,452803,355,1,Segement 2,1,0.5376271638608308,53.76,Yes
35395T14BF,37,M,458280,297,0,Segement 2,1,0.5376139377178457,53.76,Yes
54913N26DY,42,M,485713,240,0,Segement 2,1,0.5375772902055489,53.76,Yes
42217N30PO,45,F,577301,233,0,Segement 2,1,0.5375484987388688,53.75,Yes
71826T06KM,47,M,513043,333,1,Segement 2,1,0.537477373522183,53.75,Yes
02283O23NC,63,M,600982,354,1,Segement 2,1,0.5374543255760776,53.75,Yes
83098J39SG,63,M,600912,336,1,Segement 2,1,0.5374113263987201,53.74,Yes
37118W80UR,54,M,551386,275,0,Segement 2,1,0.5373872423558672,53.74,Yes
07737L81GO,26,F,472499,255,1,Segement 2,1,0.5373458621192927,53.73,Yes
36212S75KH,40,M,474144,256,0,Segement 2,1,0.5372259622190225,53.72,Yes
23402K09XP,58,M,572999,234,1,Segement 2,1,0.5371531125281959,53.72,Yes
47353A78WW,64,M,605949,238,1,Segement 2,1,0.5371278050618418,53.71,Yes
70450L06LK,56,M,561950,295,1,Segement 2,1,0.5371212074576446,53.71,Yes
79316G45UE,43,M,490452,311,0,Segement 2,1,0.537110716698095,53.71,Yes
59729A69TO,65,M,737796,163,0,Segment 1,1,0.5370514114231475,53.71,Yes
38286Z26XL,27,F,477440,292,1,Segement 2,1,0.5370033578566035,53.7,Yes
28278G67YW,47,F,587381,205,1,Segement 2,1,0.5369851414716125,53.7,Yes
18511C99QQ,37,M,457234,271,1,Segement 2,1,0.5369713801725214,53.7,Yes
73645Q48QK,59,M,704644,46,0,Segment 1,1,0.5369526205884548,53.7,Yes
18380O48FP,36,M,451557,233,0,Segement 2,1,0.5368617353462671,53.69,Yes
05094T74PH,40,F,548664,213,1,Segement 2,1,0.5368455125563034,53.68,Yes
89161H70BX,29,F,488149,247,0,Segement 2,1,0.5368263795420186,53.68,Yes
15862E24BR,51,M,533969,280,1,Segement 2,1,0.5368211932035456,53.68,Yes
36727A07ZI,36,M,451413,356,1,Segement 2,1,0.5367732636392895,53.68,Yes
99029D31SE,55,M,555879,351,0,Segement 2,1,0.5367695043443446,53.68,Yes
25814Z23SL,39,M,467901,272,1,Segement 2,1,0.5367685956552304,53.68,Yes
85471M85MW,45,F,575920,318,0,Segement 2,1,0.5367001081123225,53.67,Yes
65016E92VH,41,F,553872,340,0,Segement 2,1,0.536667009936107,53.67,Yes
36138N22LX,38,M,462185,298,0,Segement 2,1,0.5366349819498231,53.66,Yes
81896V59GI,37,M,456616,244,0,Segement 2,1,0.5365916850721905,53.66,Yes
49083A22DV,55,M,555584,283,0,Segement 2,1,0.5365882527975384,53.66,Yes
51272N34MS,51,M,659976,139,1,Segment 1,1,0.5365349884950942,53.65,Yes
04779X74NH,59,M,577481,323,0,Segement 2,1,0.5365285726855643,53.65,Yes
16335E59PO,62,M,720107,96,0,Segment 1,1,0.5363181721003474,53.63,Yes
60365M09AN,40,M,472624,356,0,Segement 2,1,0.5362920783170929,53.63,Yes
16985Z46ZQ,64,M,604569,353,1,Segement 2,1,0.5362799229212305,53.63,Yes
32620F40FM,36,F,525699,341,0,Segement 2,1,0.5362489754516989,53.62,Yes
68017K95QR,59,M,703453,7,0,Segment 1,1,0.5362208361261142,53.62,Yes
70940C54UV,58,M,697906,70,0,Segment 1,1,0.5361910530214848,53.62,Yes
28399B82DE,65,M,609919,279,1,Segement 2,1,0.5361886508307163,53.62,Yes
21033P55EH,36,M,450356,283,1,Segement 2,1,0.5361237862213546,53.61,Yes
74572R82QE,43,M,488839,208,1,Segement 2,1,0.5361196518204,53.61,Yes
02489J05XA,30,F,492368,292,1,Segement 2,1,0.5360401627355935,53.6,Yes
92566N63SA,51,M,659113,38,1,Segment 1,1,0.5360046873348193,53.6,Yes
15429B94QI,47,F,585784,279,0,Segement 2,1,0.536003872545963,53.6,Yes
32455H44SO,30,F,492219,236,1,Segement 2,1,0.5359485970288228,53.59,Yes
33828O21MY,64,M,603989,275,1,Segement 2,1,0.5359235037578947,53.59,Yes
17361M42SG,36,M,450024,309,1,Segement 2,1,0.5359197622404339,53.59,Yes
05284M30LK,28,F,481109,217,1,Segement 2,1,0.5358791929867829,53.59,Yes
32323J84WZ,41,M,477436,278,1,Segement 2,1,0.5358701906983574,53.59,Yes
01715J03DL,59,M,702876,193,1,Segment 1,1,0.535866254526851,53.59,Yes
01513V60OL,58,M,570833,313,0,Segement 2,1,0.5358222220012978,53.58,Yes
87306G68LJ,39,M,466335,211,1,Segement 2,1,0.535806316205655,53.58,Yes
07769I02SV,38,M,460791,251,1,Segement 2,1,0.535778373247093,53.58,Yes
54741I25JO,26,F,469896,275,1,Segement 2,1,0.5357464865055058,53.57,Yes
78731N82QP,40,M,598203,95,1,Segment 1,1,0.5357427991772282,53.57,Yes
71603L12SO,30,F,491880,245,0,Segement 2,1,0.5357402606616157,53.57,Yes
48165R25CJ,60,M,581650,322,0,Segement 2,1,0.5357115584260614,53.57,Yes
07658D49UQ,56,M,686126,146,1,Segment 1,1,0.5357099061080844,53.57,Yes
82790R32AE,29,F,486301,356,0,Segement 2,1,0.5356908066335602,53.57,Yes
55436W96JM,65,M,608880,350,1,Segement 2,1,0.5355501260497904,53.56,Yes
03945K55MU,56,M,685791,99,0,Segment 1,1,0.5355040139419147,53.55,Yes
02561F08PB,63,M,724179,167,1,Segment 1,1,0.5354414891977834,53.54,Yes
36136T13OR,42,M,482211,303,0,Segement 2,1,0.5354255102992793,53.54,Yes
34775P47SD,37,M,454713,296,1,Segement 2,1,0.5354222298743546,53.54,Yes
13200O90QD,56,M,559184,202,0,Segement 2,1,0.5354215422863111,53.54,Yes
60737U25TV,46,F,705784,154,0,Segment 1,1,0.5354050896642143,53.54,Yes
32577Q56RT,63,M,597603,261,1,Segement 2,1,0.5353780700775295,53.54,Yes
71043U04ZE,62,M,592050,330,1,Segement 2,1,0.5353445918544054,53.53,Yes
